Date,Package,Title,year
2017-11-14,likelihoodExplore,Likelihood Exploration,2017
2017-11-14,mazealls,Generate Recursive Mazes,2017
2017-11-14,memery,Internet Memes for Data Analysts,2017
2017-11-14,ML.MSBD,Maximum Likelihood Inference on Multi-State Trees,2017
2017-11-14,nipals,"Principal Components Analysis using NIPALS with Gram-Schmidt
Orthogonalization",2017
2017-11-14,oaqc,Computation of the Orbit-Aware Quad Census,2017
2017-11-14,OptimalTiming,Optimal Timing Identification,2017
2017-11-14,popEpi,Functions for Epidemiological Analysis using Population Data,2017
2017-11-14,PreciseSums,Accurate Floating Point Sums and Products,2017
2017-11-14,preText,"Diagnostics to Assess the Effects of Text Preprocessing
Decisions",2017
2017-11-14,QRFCCA,"Quadratically Regularized Functional Canonical Correlation
Analysis",2017
2017-11-14,quantregForest,Quantile Regression Forests,2017
2017-11-14,Rdimtools,Dimension Reduction and Estimation Methods,2017
2017-11-14,rpgm,"Fast Simulation of Normal/Exponential Random Variables and
Stochastic Differential Equations / Poisson Processes",2017
2017-11-14,RWeka,R/Weka Interface,2017
2017-11-14,RWekajars,R/Weka Interface Jars,2017
2017-11-14,shinyKGode,"An Interactive Application for ODE Parameter Inference Using
Gradient Matching",2017
2017-11-14,SpatialFloor,Spatial Floor Simulation (Isotropic),2017
2017-11-14,subsamp,"Subsample Winner Algorithm for Variable Selection in Linear
Regression with a Large Number of Variables",2017
2017-11-14,systemicrisk,A Toolbox for Systemic Risk,2017
2017-11-14,tidyposterior,Bayesian Analysis to Compare Models using Resampling Statistics,2017
2017-11-14,tidyverse,Easily Install and Load the 'Tidyverse',2017
2017-11-14,tribe,Play with the Tribe of Attributes,2017
2017-11-14,variosig,Spatial Dependence Based on Empirical Variograms,2017
2017-11-13,ALEPlot,"Accumulated Local Effects (ALE) Plots and Partial Dependence
(PD) Plots",2017
2017-11-13,ameco,European Commission Annual Macro-Economic (AMECO) Database,2017
2017-11-13,auctestr,Statistical Testing for AUC Data,2017
2017-11-13,ballr,Access to Current and Historical Basketball Data,2017
2017-11-13,Bergm,Bayesian Exponential Random Graph Models,2017
2017-11-13,blogdown,Create Blogs and Websites with R Markdown,2017
2017-11-13,bootcluster,Bootstrapping Estimates of Clustering Stability,2017
2017-11-13,cartography,Thematic Cartography,2017
2017-11-13,cdata,Fluid Data Transformations,2017
2017-11-13,CHNOSZ,Thermodynamic Calculations for Geobiochemistry,2017
2017-11-13,clubSandwich,"Cluster-Robust (Sandwich) Variance Estimators with Small-Sample
Corrections",2017
2017-11-13,Dasst,"Tools for Reading, Processing and Writing 'DSSAT' Files",2017
2017-11-13,decisionSupport,Quantitative Support of Decision Making under Uncertainty,2017
2017-11-13,dendextend,Extending 'Dendrogram' Functionality in R,2017
2017-11-13,dparser,Port of 'Dparser' Package,2017
2017-11-13,EAinference,Estimator Augmentation and Simulation-Based Inference,2017
2017-11-13,episensr,Basic Sensitivity Analysis of Epidemiological Results,2017
2017-11-13,esc,Effect Size Computation for Meta Analysis,2017
2017-11-13,gMCP,Graph Based Multiple Comparison Procedures,2017
2017-11-13,heatmaply,Interactive Cluster Heat Maps Using 'plotly',2017
2017-11-13,ipumsr,Read 'IPUMS' Extract Files,2017
2017-11-13,keyholder,Store Data About Rows,2017
2017-11-13,LSRS,Land Surface Remote Sensing,2017
2017-11-13,MALDIquant,Quantitative Analysis of Mass Spectrometry Data,2017
2017-11-13,mixlm,Mixed Model ANOVA and Statistics for Education,2017
2017-11-13,mudata,Interchange Tools for Multi-Parameter Spatiotemporal Data,2017
2017-11-13,multiway,Component Models for Multi-Way Data,2017
2017-11-13,NNS,Nonlinear Nonparametric Statistics,2017
2017-11-13,OneArmPhaseTwoStudy,"Planning, Conducting, and Analysing Single-Arm Phase II Studies",2017
2017-11-13,osrm,"Interface Between R and the OpenStreetMap-Based Routing Service
OSRM",2017
2017-11-13,propr,"Calculating Proportionality Between Vectors of Compositional
Data",2017
2017-11-13,quanteda,Quantitative Analysis of Textual Data,2017
2017-11-13,QuantumClone,Clustering Mutations using High Throughput Sequencing (HTS) Data,2017
2017-11-13,raster,Geographic Data Analysis and Modeling,2017
2017-11-13,rclimateca,Fetch Climate Data from Environment Canada,2017
2017-11-13,rethinker,RethinkDB Client,2017
2017-11-13,sentometrics,"An Integrated Framework for Textual Sentiment Time Series
Aggregation and Prediction",2017
2017-11-13,sglg,Fitting Semi-Parametric Generalized log-Gamma Regression Models,2017
2017-11-13,sparr,Spatial and Spatiotemporal Relative Risk,2017
2017-11-13,StakeholderAnalysis,Measuring Stakeholder Influence,2017
2017-11-13,tables,Formula-Driven Table Generation,2017
2017-11-13,tmuxr,Manage 'tmux',2017
2017-11-13,ToolsForCoDa,Multivariate Tools for Compositional Data Analysis,2017
2017-11-13,trend,Non-Parametric Trend Tests and Change-Point Detection,2017
2017-11-13,udpipe,"Tokenization, Parts of Speech Tagging, Lemmatization and
Dependency Parsing with the 'UDPipe' 'NLP' Toolkit",2017
2017-11-13,utilsIPEA,IPEA Common Functions,2017
2017-11-13,WeightIt,Weighting for Covariate Balance in Observational Studies,2017
2017-11-13,yasp,String Functions for Compact and Expressive Code,2017
2017-11-12,aire.zmvm,"Download Mexico City Pollution, Wind, and Temperature Data",2017
2017-11-12,aqp,Algorithms for Quantitative Pedology,2017
2017-11-12,bayeslm,"Efficient Sampling for Gaussian Linear Regression with Arbitrary
Priors",2017
2017-11-12,cobalt,Covariate Balance Tables and Plots,2017
2017-11-12,epitab,Flexible Contingency Tables for Epidemiology,2017
2017-11-12,fuzzyforest,Fuzzy Forests,2017
2017-11-12,gamlss,Generalised Additive Models for Location Scale and Shape,2017
2017-11-12,GetLattesData,Reading Bibliometric Data from Lattes Platform,2017
2017-11-12,ggplotAssist,'RStudio' Addin for Teaching and Learning 'ggplot2',2017
2017-11-12,iheatmapr,"Interactive, Complex Heatmaps",2017
2017-11-12,incidence,"Compute, Handle, Plot and Model Incidence of Dated Events",2017
2017-11-12,joineRML,"Joint Modelling of Multivariate Longitudinal Data and
Time-to-Event Outcomes",2017
2017-11-12,jtools,Analysis and Presentation of Social Scientific Data,2017
2017-11-12,kofdata,Get Data from the 'KOF Datenservice' API,2017
2017-11-12,mudata2,Interchange Tools for Multi-Parameter Spatiotemporal Data,2017
2017-11-12,narray,Subset- And Name-Aware Array Utility Functions,2017
2017-11-12,nat,NeuroAnatomy Toolbox for Analysis of 3D Image Data,2017
2017-11-12,openNLPdata,Apache OpenNLP Jars and Basic English Language Models,2017
2017-11-12,phytools,Phylogenetic Tools for Comparative Biology (and Other Things),2017
2017-11-12,prioritizrdata,Conservation Planning Data Sets,2017
2017-11-12,qboxplot,Quantile-Based Boxplot,2017
2017-11-12,rcbalance,"Large, Sparse Optimal Matching with Refined Covariate Balance",2017
2017-11-12,rcbsubset,Optimal Subset Matching with Refined Covariate Balance,2017
2017-11-12,rcompanion,Functions to Support Extension Education Program Evaluation,2017
2017-11-12,replyr,Reliable Adaption of Big Data with R,2017
2017-11-12,rgbif,Interface to the Global 'Biodiversity' Information Facility API,2017
2017-11-12,RKEAjars,R/KEA Interface Jars,2017
2017-11-12,robotstxt,"A 'robots.txt' Parser and 'Webbot'/'Spider'/'Crawler'
Permissions Checker",2017
2017-11-12,ROI.models.globalOptTests,'ROI' Optimization Problems Based on 'globalOptTests',2017
2017-11-12,rsample,General Resampling Infrastructure,2017
2017-11-12,rwalkr,API to Melbourne Pedestrian Data,2017
2017-11-12,SentimentAnalysis,Dictionary-Based Sentiment Analysis,2017
2017-11-12,snnR,Sparse Neural Networks for Genomic Selection in Animal Breeding,2017
2017-11-12,spData,Datasets for Spatial Analysis,2017
2017-11-12,SQRL,Database Query Interfaces,2017
2017-11-12,stopwords,Multilingual Stopword Collection,2017
2017-11-12,ThankYouStars,Give your Dependencies Stars on GitHub!,2017
2017-11-12,woeR,Weight of Evidence Based Segmentation of a Variable,2017
2017-11-12,wordnet,WordNet Interface,2017
2017-11-12,yardstick,Tidy Characterizations of Model Performance,2017
2017-11-12,Zelig,Everyone's Statistical Software,2017
2017-11-11,BatchMap,"Software for the Creation of High Density Linkage Maps in
Outcrossing Species",2017
2017-11-11,rwunderground,R Interface to Weather Underground API,2017
2017-11-11,sugrrants,Supporting Graphs for Analysing Time Series,2017
2017-11-11,xtensor,Headers for the 'xtensor' Library,2017
2017-11-10,AID,Box-Cox Power Transformation,2017
2017-11-10,airGR,"Suite of GR Hydrological Models for Precipitation-Runoff
Modelling",2017
2017-11-10,anocva,"A Non-Parametric Statistical Test to Compare Clustering
Structures",2017
2017-11-10,berryFunctions,Function Collection Related to Plotting and Hydrology,2017
2017-11-10,climwin,Climate Window Analysis,2017
2017-11-10,CoordinateCleaner,"Automated Cleaning of Occurrence Records from Biological
Collections",2017
2017-11-10,Crossover,Analysis and Search of Crossover Designs,2017
2017-11-10,ctmle,Collaborative Targeted Maximum Likelihood Estimation,2017
2017-11-10,dataMaid,"A Suite of Checks for Identification of Potential Errors in a
Data Frame as Part of the Data Screening Process",2017
2017-11-10,FactoMineR,Multivariate Exploratory Data Analysis and Data Mining,2017
2017-11-10,fastrtext,"'fastText' Wrapper for Text Classification and Word
Representation",2017
2017-11-10,furniture,Furniture for Quantitative Scientists,2017
2017-11-10,geojsonio,Convert Data from and to 'GeoJSON' or 'TopoJSON',2017
2017-11-10,GWASinlps,"Nonlocal Prior Based SNP Selection Tool for Genome-Wide
Association Studies",2017
2017-11-10,Infusion,Inference Using Simulation,2017
2017-11-10,IsoplotR,Statistical Toolbox for Radiometric Geochronology,2017
2017-11-10,ISOpureR,Deconvolution of Tumour Profiles,2017
2017-11-10,memuse,Memory Estimation Utilities,2017
2017-11-10,mockery,Mocking Library for R,2017
2017-11-10,mvord,Multivariate Ordinal Regression Models,2017
2017-11-10,NanoStringNorm,Normalize NanoString miRNA and mRNA Data,2017
2017-11-10,openssl,"Toolkit for Encryption, Signatures and Certificates Based on
OpenSSL",2017
2017-11-10,parSim,Parallel Simulation Studies,2017
2017-11-10,PdPDB,Pattern Discovery in PDB Structures of Metalloproteins,2017
2017-11-10,quokar,Quantile Regression Outlier Diagnostics with K Left Out Analysis,2017
2017-11-10,railtrails,"Rail Trail Data for Trails in the United States from the
Rails-to-Trails",2017
2017-11-10,rGoodData,GoodData API Client Package,2017
2017-11-10,rLDCP,Text Generation from Data,2017
2017-11-10,rODE,"Ordinary Differential Equation (ODE) Solvers Written in R Using
S4 Classes",2017
2017-11-10,RStoolbox,Tools for Remote Sensing Data Analysis,2017
2017-11-10,sound,A Sound Interface for R,2017
2017-11-10,spacyr,R Wrapper to the spaCy NLP Library,2017
2017-11-10,StAMPP,Statistical Analysis of Mixed Ploidy Populations,2017
2017-11-09,bigtime,Sparse Estimation of Large Time Series Models,2017
2017-11-09,cjoint,AMCE Estimator for Conjoint Experiments,2017
2017-11-09,devtools,Tools to Make Developing R Packages Easier,2017
2017-11-09,diffobj,Diffs for R Objects,2017
2017-11-09,famSKATRC,"Family Sequence Kernel Association Test for Rare and Common
Variants",2017
2017-11-09,MOST,Multiphase Optimization Strategy,2017
2017-11-09,nesRdata,National Eutrophication Survey Data,2017
2017-11-09,nlmixr,"Nonlinear Mixed Effects Models in Population Pharmacokinetics
and Pharmacodynamics",2017
2017-11-09,predkmeans,Covariate Adaptive Clustering,2017
2017-11-09,roccv,ROC for Cross Validation Results,2017
2017-11-09,rrpack,Reduced-Rank Regression,2017
2017-11-09,rWishart,Random Wishart Matrix Generation,2017
2017-11-09,SimMultiCorrData,Simulation of Correlated Data with Multiple Variable Types,2017
2017-11-09,sjlabelled,Labelled Data Utility Functions,2017
2017-11-09,skeleSim,Genetic Simulation Engine,2017
2017-11-09,svars,Data-Driven Identification of SVAR Models,2017
2017-11-09,tcgsaseq,Time-Course Gene Set Analysis for RNA-Seq Data,2017
2017-11-09,TPD,"Methods for Measuring Functional Diversity Based on Trait
Probability Density",2017
2017-11-09,wNNSel,"Weighted Nearest Neighbor Imputation of Missing Values using
Selected Variables",2017
2017-11-09,WRSS,Water Resources System Simulator,2017
2017-11-08,condusco,Query-Driven Pipeline Execution and Query Templates,2017
2017-11-08,deepboost,Deep Boosting Ensemble Modeling,2017
2017-11-08,FHtest,"Tests for Right and Interval-Censored Survival Data Based on the
Fleming-Harrington Class",2017
2017-11-08,GeDS,Geometrically Designed Spline Regression,2017
2017-11-08,geojson,Classes for 'GeoJSON',2017
2017-11-08,graphon,A Collection of Graphon Estimation Methods,2017
2017-11-08,HIMA,High-Dimensional Mediation Analysis,2017
2017-11-08,intsvy,International Assessment Data Manager,2017
2017-11-08,lintr,A 'Linter' for R Code,2017
2017-11-08,lmomco,"L-Moments, Censored L-Moments, Trimmed L-Moments, L-Comoments,
and Many Distributions",2017
2017-11-08,lsl,Latent Structure Learning,2017
2017-11-08,MittagLeffleR,The Mittag-Leffler Distribution,2017
2017-11-08,MOLHD,Multiple Objective Latin Hypercube Design,2017
2017-11-08,multcomp,Simultaneous Inference in General Parametric Models,2017
2017-11-08,prophet,Automatic Forecasting Procedure,2017
2017-11-08,RcmdrPlugin.GWRM,"R Commander Plug-in for Fitting Generalized Waring Regression
Models",2017
2017-11-08,REndo,"Fitting Linear Models with Endogenous Regressors using Latent
Instrumental Variables",2017
2017-11-08,RQuantLib,R Interface to the 'QuantLib' Library,2017
2017-11-08,rreg,Visualization for Norwegian Health Quality Registries,2017
2017-11-08,seqHMM,"Hidden Markov Models for Life Sequences and Other Multivariate,
Multichannel Categorical Time Series",2017
2017-11-08,StatCharrms,"Statistical Analysis of Chemistry, Histopathology, and
Reproduction Endpoints Including Repeated Measures and
Multi-Generation Studies",2017
2017-11-07,APCanalysis,"Analysis of Unreplicated Orthogonal Experiments using All
Possible Comparisons",2017
2017-11-07,changepointsHD,"Change-Point Estimation for Expensive and High-Dimensional
Models",2017
2017-11-07,ClinicalTrialSummary,Summary Measures for Clinical Trials with Survival Outcomes,2017
2017-11-07,covr,Test Coverage for Packages,2017
2017-11-07,EmpiricalCalibration,"Routines for Performing Empirical Calibration of Observational
Study Estimates",2017
2017-11-07,epxToR,Import 'Epidata' XML Files '.epx',2017
2017-11-07,ess,Download Data from the European Social Survey on the Fly,2017
2017-11-07,expss,"Tables with Labels and Some Useful Functions from Spreadsheets
and 'SPSS' Statistics",2017
2017-11-07,glmm,"Generalized Linear Mixed Models via Monte Carlo Likelihood
Approximation",2017
2017-11-07,hues,Distinct Colours Palettes Based on 'iwanthue',2017
2017-11-07,metScanR,"Find, Map, and Gather Environmental Data and Metadata",2017
2017-11-07,move,Visualizing and Analyzing Animal Track Data,2017
2017-11-07,oc,Optimal Classification Roll Call Analysis Software,2017
2017-11-07,pcnetmeta,Patient-Centered Network Meta-Analysis,2017
2017-11-07,plm,Linear Models for Panel Data,2017
2017-11-07,RadOnc,Analytical Tools for Radiation Oncology,2017
2017-11-07,rdryad,Access for Dryad Web Services,2017
2017-11-07,rEDM,Applications of Empirical Dynamic Modeling from Time Series,2017
2017-11-07,rmetasim,An Individual-Based Population Genetic Simulation Environment,2017
2017-11-07,Rsymphony,SYMPHONY in R,2017
2017-11-07,sharpr2,Estimating Regulatory Scores and Identifying HiDRA Data,2017
2017-11-07,SiMRiv,"Simulating Multistate Movements in River/Heterogeneous
Landscapes",2017
2017-11-07,SqlRender,Rendering Parameterized SQL and Translation to Dialects,2017
2017-11-07,switchr,"Installing, Managing, and Switching Between Distinct Sets of
Installed Packages",2017
2017-11-07,TFisher,Optimal Thresholding Fisher's P-Value Combination Method,2017
2017-11-07,TreeSearch,Phylogenetic Tree Search Using Custom Optimality Criteria,2017
2017-11-07,UniIsoRegression,"Unimodal and Isotonic L1, L2 and Linf Regression",2017
2017-11-07,vardpoor,"Variance Estimation for Sample Surveys by the Ultimate Cluster
Method",2017
2017-11-06,ABCoptim,Implementation of Artificial Bee Colony (ABC) Optimization,2017
2017-11-06,BMisc,"Miscellaneous Functions for Panel Data, Quantiles, and Printing
Results",2017
2017-11-06,COveR,Clustering with Overlaps,2017
2017-11-06,dcminfo,Information Matrix for Diagnostic Classification Models,2017
2017-11-06,devRate,"Quantify the Relationship Between Development Rate and
Temperature in Ectotherms",2017
2017-11-06,Diderot,Bibliographic Network Analysis,2017
2017-11-06,dslabs,Data Science Labs,2017
2017-11-06,dvmisc,"Faster Computation of Common Statistics and Miscellaneous
Functions",2017
