"";"text";"restaurante";"text_clean"
"160";"hj vou ao mc donalds, encher um caminhão com aquela batata maravilhosa e fugir por aí mundo a fora";"Lanchonete1";"hj vou ao   encher um caminhão com aquela batata maravilhosa e fugir por aí mundo a fora"
"161";"quero saber das companhias pro, taco bell e mc donalds hj, hj e dia de comer";"Lanchonete1";"quero saber das companhias pro taco bell e   hj hj e dia de comer"
"162";"uma hora de almoço nao é suficiente p encarar a fila do bk/mc donalds";"Lanchonete1";"uma hora de almoço nao é suficiente p encarar a fila do  "
"163";"só tem mc donalds aqui perto lá na 25 de março, deve ta lotadasssssso, puta merda";"Lanchonete1";"só tem   aqui perto lá na  de março deve ta lotadasssssso puta merda"
"164";"queria ir no mc donalds hj, mas será foda";"Lanchonete1";"queria ir no   hj mas será foda"
"165";"balde de batata no burger king, refil de batata no mc donalds..........sem dinheiro pra nenhum deles";"Lanchonete1";"balde de batata no  refil de batata no  sem dinheiro pra nenhum deles"
"166";"esse qu4ttro formaggi fo mc donalds é a coisa mais horrível que eu já comi lá. gastei dinheiro à toa, era pra eu ter pegado o meu tasty mesmo.";"Lanchonete1";"esse quttro formaggi fo   é a coisa mais horrível que eu já comi lá gastei dinheiro à toa era pra eu ter pegado o meu tasty mesmo"
"167";"to chorando queria só um lanchão do mc donalds ou no bk :( que saco minha vida";"Lanchonete1";"to chorando queria só um lanchão do   ou no   que saco minha vida"
"168";"é o rock do ronald, dance com o ronald, é o rock do ronald, do ronald mc donalds";"Lanchonete1";"é o rock do ronald dance com o ronald é o rock do ronald do ronald  "
"169";"falei mc donalds pisado mas cá estou eu aguardando meu lanche e refil de batata";"Lanchonete1";"falei   pisado mas cá estou eu aguardando meu lanche e refil de batata"
"170";"mc donalds tá impossível hj, santa black friday";"Lanchonete1";"  tá impossível hj santa black friday"
"171";"@francovisky desnecessário quando existe mc donalds por 6 reais";"Lanchonete1";"francovisky desnecessário quando existe   por  reais"
"172";"boatos q o mc donalds ta td lotado, gente vcs nc comeram batata nao? oxe";"Lanchonete1";"boatos q o   ta td lotado gente vcs nc comeram batata nao oxe"
"173";"as ruas e shoppings de sp fervendo com a blac friday e eu só to pensando na black friday com batata refil do mc'donalds .... #tpm #detectada";"Lanchonete1";"as ruas e shoppings de sp fervendo com a blac friday e eu só to pensando na black friday com batata refil do   #tpm #detectada"
"174";"mc donalds e burger king sao mt ruim se alguem me chama p ir leva um soco";"Lanchonete1";"  e  sao mt ruim se alguem me chama p ir leva um soco"
"175";"até o pietro quer curtir o black friday, tá louco querendo mc donalds kkkkkkkk";"Lanchonete1";"até o pietro quer curtir o black friday tá louco querendo   kkkkkkkk"
"176";"giraffas responde mc e burger king: vai dar fritas de graça https://t.co/ks0rk3clz5 via @exame";"Lanchonete1";"giraffas responde  e  vai dar fritas de graça httpstcoksrkclz via exame"
"177";"meu percentual de gordura baixou, vou comemorar no mc donalds";"Lanchonete1";"meu percentual de gordura baixou vou comemorar no  "
"178";"ansioso pra almoçar, hoje é dia de mc donalds (lê-se emeci donaldi)";"Lanchonete1";"ansioso pra almoçar hoje é dia de   lêse emeci i"
"179";"aí vc olha pra sua barriga malhadinha, aí vc descobre que tem promo da black friday no mc donalds......... pois é";"Lanchonete1";"aí vc olha pra sua barriga malhadinha aí vc descobre que tem promo da black friday no   pois é"
"180";"mc donalds e bk vai lotar hoje kkkkkkk";"Lanchonete1";"  e  vai lotar hoje kkkkkkk"
"181";"por que diachos nao tem mc donalds no mangabeira ?????? o manaíra hoje vai ta que nao pisa ninguem";"Lanchonete1";"por que diachos nao tem   no mangabeira  o manaíra hoje vai ta que nao pisa ninguem"
"182";"queria ser essas pessoas que comem mc donalds, sushi, pizza todo dia e não engordam";"Lanchonete1";"queria ser essas pessoas que comem   sushi pizza todo dia e não engordam"
"183";"hoje eu recebo, amanhã eu vou lá no mc donalds comer aquele lanche boladão";"Lanchonete1";"hoje eu recebo amanhã eu vou lá no   comer aquele lanche boladão"
"184";"bk é melhor que mc donalds";"Lanchonete1";" é melhor que  "
"185";"a titia maravilha aqui vai pegar juju na escola e levar ela pra curtir o black friday do mc donalds, antes da faculdade.";"Lanchonete1";"a titia maravilha aqui vai pegar juju na escola e levar ela pra curtir o black friday do   antes da faculdade"
"186";"@_deszasantos vms no mc donalds comer uma batatinha";"Lanchonete1";"deszasantos vms no   comer uma batatinha"
"187";"a promoção do kfc esmurrou a do mc donalds e bk, (in)felizmente não vou comer em nenhum só vou ficar observando minha irmã magra comer enquanto olho imagens de thinspo no meu celular";"Lanchonete1";"a promoção do  esmurrou a do   e  infelizmente não vou comer em nenhum só vou ficar observando minha irmã magra comer enquanto olho imagens de thinspo no meu celular"
"188";"eu só queria um mc donalds na minha cidade";"Lanchonete1";"eu só queria um   na minha cidade"
"189";"e o mc donalds vaporwavezaço https://t.co/tnqhcfpmxn";"Lanchonete1";"e o   vaporwavezaço httpstcotnqhcfpmxn"
"190";"hoje eu vou ficar doidona de mc donalds pra comemorar";"Lanchonete1";"hoje eu vou ficar doidona de   pra comemorar"
"191";"@willdetzel eu coleciono moedas de paises e antigas também (se minha irmã não vassorou tudo estão ok ainda) brinquedos do mc donalds e varias coisas assim";"Lanchonete1";"willdetzel eu coleciono moedas de paises e antigas também se minha irmã não vassorou tudo estão ok ainda brinquedos do   e varias coisas assim"
"192";"giraffas entra na briga de batata frita no black friday. mas diferente do burguer king e mc donalds, será so em 1 unidade e em sp! kkkkkkkk  https://t.co/o365wkfxmh";"Lanchonete1";"giraffas entra na briga de batata frita no black friday mas diferente do burguer  e   será so em  unidade e em sp kkkkkkkk  httpstcoowkfxmh"
"193";"desejando comer no mc donalds já.";"Lanchonete1";"desejando comer no   já"
"194";"black friday no mc donalds e eu aqui com esse estômago estragado";"Lanchonete1";"black friday no   e eu aqui com esse estômago estragado"
"195";"@callmedanilin @marco_sartori16 @enzocussuol @michel_frigini mc donalds n tem um fodendo atômic 4.0 high qualy 4k";"Lanchonete1";"callmedanilin marcosartori enzocussuol michelfrigini   n tem um fodendo atômic  high qualy k"
"196";"a promoção do balde de fritas do bk vai ficar até dia 30 desse mês, vou ver se dou um pulo no shopping nesse fim de semana, e em dia de semana ir no refil grátis de batata frita do mc donalds";"Lanchonete1";"a promoção do balde de fritas do  vai ficar até dia  desse mês vou ver se dou um pulo no shopping nesse fim de semana e em dia de semana ir no refil grátis de batata frita do  "
"197";"o melhor seria black friday de comida mas nem subway nois num tem aqui, magina mc donalds ou burguer king ou";"Lanchonete1";"o melhor seria black friday de comida mas nem  nois num tem aqui magina   ou burguer  ou"
"198";"única black friday que funciona aqui no brasil são as promoções do mc donalds, burger king, kfc, subway e giraffas.

#blackfryday";"Lanchonete1";"única black friday que funciona aqui no brasil são as promoções do      e giraffas

#blackfryday"
"199";"é hoje a parada de black friday do mc donalds?";"Lanchonete1";"é hoje a parada de black friday do  "
"200";"queria ir no mc donalds hoje";"Lanchonete1";"queria ir no   hoje"
"201";"mais tarde to pensando em ir no mc'donalds de role ...";"Lanchonete1";"mais tarde to pensando em ir no  de role "
"202";"@leviosanb não. cidade pequena. só tem mc donalds, bobs e subway e a gente tem q se contentar 😭😭😭😭😭";"Lanchonete1";"leviosanb não cidade pequena só tem    e  e a gente tem q se contentar 😭😭😭😭😭"
"203";"“ain pq o burger king eh melhor” 
ah mano enfia no cu eh bom q a gente come no mc donalds no burger king come na porra toda mais barato";"Lanchonete1";"ain pq o  eh melhor 
ah mano enfia no cu eh bom q a gente come no   no  come na porra toda mais barato"
"204";"esse lixo de refil do mc donalds só pode pegar 1x a batata kk q mico prefiro comprar o balde do burguer king";"Lanchonete1";"esse lixo de refil do   só pode pegar x a batata kk q mico prefiro comprar o balde do burguer "
"205";"minha  única expectativa pra black friday hoje é que tem refil de batata frita no mc donalds, balde de batata frita no burguer king e batata grátis no giraffas!!!";"Lanchonete1";"minha  única expectativa pra black friday hoje é que tem refil de batata frita no   balde de batata frita no burguer  e batata grátis no giraffas"
"206";"hoje a academia e todo treino vão pra casa do caralho. viva o mc donalds e os chopp.";"Lanchonete1";"hoje a academia e todo treino vão pra casa do caralho viva o   e os chopp"
"207";"eu posso comer mc donalds 10:30 da manhã? 

eu to no aeroporto posso fingir que acabei de sair de um vôo longuíssimo.";"Lanchonete1";"eu posso comer    da manhã 

eu to no aeroporto posso fingir que acabei de sair de um vôo longuíssimo"
"208";"a única black friday que me interessa é a da batata do mc donalds";"Lanchonete1";"a única black friday que me interessa é a da batata do  "
"209";"giraffas responde mc e burger king: vai dar fritas de graça https://t.co/wj9tk7q1hi";"Lanchonete1";"giraffas responde  e  vai dar fritas de graça httpstcowjtkqhi"
"210";"já acordei pensando na black friday do mc donalds 

refil de batata, prioridades né";"Lanchonete1";"já acordei pensando na black friday do   

refil de batata prioridades né"
"211";"quero comer um lanche do mc donalds";"Lanchonete1";"quero comer um lanche do  "
"212";"fml preciso de alguém pra ir no mc donalds e bk comigo pra gastar mais do que pode";"Lanchonete1";"fml preciso de alguém pra ir no   e  comigo pra gastar mais do que pode"
"213";"pessoas, o mc donalds do shopping vila velha não ta participando da parada do refil de batata frita. só mesmo os do mestre álvaro e moxuara.";"Lanchonete1";"pessoas o   do shopping vila velha não ta participando da parada do refil de batata frita só mesmo os do mestre álvaro e moxuara"
"214";"não vou perder essa promoção na mc donalds de jeito nenhum";"Lanchonete1";"não vou perder essa promoção na   de jeito nenhum"
"215";"@pabllolopez_ nada acontece como deveria nesse país eh impressionante kkkkkkkkk palavra boneko por isso to legal de sacar qualquer coisa, no maximo um mc donalds ou bk";"Lanchonete1";"pabllolopez nada acontece como deveria nesse país eh impressionante kkkkkkkkk palavra boneko por isso to legal de sacar qualquer coisa no maximo um   ou "
"216";"muita promoção na black friday, mas eu quero saber mesmo é da promoção do mc donalds 🍟🍟🍟";"Lanchonete1";"muita promoção na black friday mas eu quero saber mesmo é da promoção do   🍟🍟🍟"
"217";"@ihgmarques me leve no mc donalds hoje ou no ""vish até 1 da manhã"" porque tem blackfriday, grata";"Lanchonete1";"ihgmarques me leve no   hoje ou no vish até  da manhã porque tem blackfriday grata"
"218";"trab no plaza ta saindo mais caro do q ficar em casa mano... almoço fora, mc donalds, sapato, short... kkkkkkk";"Lanchonete1";"trab no plaza ta saindo mais caro do q ficar em casa mano almoço fora   sapato short kkkkkkk"
"219";"hoje é dia de ir no bk na hora do almoço, mc donalds de tarde e kfc de noite 
eu amo a black friday quando eu posso comprar comida";"Lanchonete1";"hoje é dia de ir no  na hora do almoço   de tarde e  de noite 
eu amo a black friday quando eu posso comprar comida"
"220";"preciso colocar na cbç q pizza, bk, mc donalds, sorvete e afins n vão ajudar";"Lanchonete1";"preciso colocar na cbç q pizza    sorvete e afins n vão ajudar"
"221";"mc donalds não entendeu ainda que nois quer mesmo é refil de big mac";"Lanchonete1";"  não entendeu ainda que nois quer mesmo é refil de big "
"222";"eu já não sei onde vou, o melhor é o mc donalds é o melhor de todos, mas a promoção do bk tá absurda https://t.co/jnkefsmolf";"Lanchonete1";"eu já não sei onde vou o melhor é o   é o melhor de todos mas a promoção do  tá absurda httpstcojnkefsmolf"
"223";"hj é dia de open bar de fritas no mc donalds e burger king na moral";"Lanchonete1";"hj é dia de open bar de fritas no   e  na moral"
"224";"alguém sabe se o mc donalds da cancela vai aderir à black friday de batata";"Lanchonete1";"alguém sabe se o   da cancela vai aderir à black friday de batata"
"225";"@leo_0297 verdade, os descontos são de 5% no máximo, black friday só no bobs  e mc donalds msm kk";"Lanchonete1";"leo verdade os descontos são de  no máximo black friday só no   e   msm kk"
"226";"inclusive, boa sorte p migas que vão na mc donalds hoje esperar 545642654464543 horas pra pegar refil de batata.";"Lanchonete1";"inclusive boa sorte p migas que vão na   hoje esperar  horas pra pegar refil de batata"
"227";"terça a noite hambúrguer com fritas e onion rings no let's eat, quinta mc donalds no almoço e bk na janta, com direito a balde de batata e hj vai ser habbibs";"Lanchonete1";"terça a noite hambúrguer com fritas e onion rings no lets eat quinta   no almoço e  na janta com direito a balde de batata e hj vai ser habbibs"
"228";"todo dia um ranço diferente na mc donalds, infelizmente único lugar no meu caminho p tomar café da manhã";"Lanchonete1";"todo dia um ranço diferente na   infelizmente único lugar no meu caminho p tomar café da manhã"
"229";"fui no mc donalds essa madrugada e achei muito broxante poder pegar batata só uma vez";"Lanchonete1";"fui no   essa madrugada e achei muito broxante poder pegar batata só uma vez"
"230";"descobri q tem um mc donalds e um pizza hut a 1km do meu hostel. n acredito q meu plano de secar na índia já está indo por água abaixo";"Lanchonete1";"descobri q tem um   e um pizza hut a km do meu hostel n acredito q meu plano de secar na índia já está indo por água abaixo"
"231";"nem que seja uma batatinha do mc donalds aquele refil que na verdade nao é tao refil assim 
enfim
pelo menos o flamengo ganhou";"Lanchonete1";"nem que seja uma batatinha do   aquele refil que na verdade nao é tao refil assim 
enfim
pelo menos o flamengo ganhou"
"232";"black friday pra mim é só mc donalds, bk e subway";"Lanchonete1";"black friday pra mim é só    e "
"233";"@ulianalarissa só quero dormir e comer mc donalds kkkkkkk";"Lanchonete1";"ulianalarissa só quero dormir e comer   kkkkkkk"
"234";"@shromao fry= batata frita. e campanha do mc donalds pra promover a black friday dela";"Lanchonete1";"shromao fry= batata frita e campanha do   pra promover a black friday dela"
"235";"procurando alguém pra ir curtir essa black friday de kfc e mc donalds.";"Lanchonete1";"procurando alguém pra ir curtir essa black friday de  e  "
"236";"black fryday no mc donalds é o melhor kkk";"Lanchonete1";"black fryday no   é o melhor kkk"
"237";"alguem vai cmg comer batata no mc donalds nunca pedi nada";"Lanchonete1";"alguem vai cmg comer batata no   nunca pedi nada"
"238";"consultando meus cupons do mc donalds pra ver o que irei almoçar hoje";"Lanchonete1";"consultando meus cupons do   pra ver o que irei almoçar hoje"
